wrong_name,correct_name
subsidies|9|2055|5|greenpeace,ban|4|2045|2|ccc
tax|9|2055|5|greenpeace,subsidies|4|2045|2|ccc
ban|14|2055|5|greenpeace,tax|9|2045|2|ccc
subsidies|14|2055|5|greenpeace,ban|9|2045|2|ccc
tax|14|2055|5|greenpeace,subsidies|9|2045|2|ccc
ban|19|2055|5|greenpeace,tax|14|2045|2|ccc
subsidies|19|2055|5|greenpeace,ban|14|2045|2|ccc
tax|19|2055|5|greenpeace,subsidies|14|2045|2|ccc
ban|4|2025|10|greenpeace,tax|19|2055|5|ccc
subsidies|4|2025|10|greenpeace,ban|19|2055|5|ccc
tax|4|2025|10|greenpeace,subsidies|19|2055|5|ccc
ban|9|2025|10|greenpeace,tax|4|2055|5|ccc
subsidies|9|2025|10|greenpeace,ban|4|2055|5|ccc
tax|9|2025|10|greenpeace,subsidies|4|2055|5|ccc
ban|14|2025|10|greenpeace,tax|9|2055|5|ccc
subsidies|14|2025|10|greenpeace,ban|9|2055|5|ccc
tax|14|2025|10|greenpeace,subsidies|9|2055|5|ccc
ban|19|2025|10|greenpeace,tax|14|2055|5|ccc
subsidies|19|2025|10|greenpeace,ban|14|2055|5|ccc
tax|19|2025|10|greenpeace,subsidies|14|2055|5|ccc
ban|4|2035|10|greenpeace,tax|19|2025|5|ccc
subsidies|4|2035|10|greenpeace,ban|19|2025|5|ccc
tax|4|2035|10|greenpeace,subsidies|19|2025|5|ccc
ban|9|2035|10|greenpeace,tax|4|2025|5|ccc
subsidies|9|2035|10|greenpeace,ban|4|2025|5|ccc
tax|9|2035|10|greenpeace,subsidies|4|2025|5|ccc
ban|14|2035|10|greenpeace,tax|9|2025|5|ccc
subsidies|14|2035|10|greenpeace,ban|9|2025|5|ccc
tax|14|2035|10|greenpeace,subsidies|9|2025|5|ccc
ban|19|2035|10|greenpeace,tax|14|2025|5|ccc
subsidies|19|2035|10|greenpeace,ban|14|2025|5|ccc
tax|19|2035|10|greenpeace,subsidies|14|2025|5|ccc
ban|4|2045|10|greenpeace,tax|19|2035|5|ccc
subsidies|4|2045|10|greenpeace,ban|19|2035|5|ccc
tax|4|2045|10|greenpeace,subsidies|19|2035|5|ccc
ban|9|2045|10|greenpeace,tax|4|2035|5|ccc
subsidies|9|2045|10|greenpeace,ban|4|2035|5|ccc
tax|9|2045|10|greenpeace,subsidies|4|2035|5|ccc
ban|14|2045|10|greenpeace,tax|9|2035|5|ccc
subsidies|14|2045|10|greenpeace,ban|9|2035|5|ccc
tax|14|2045|10|greenpeace,subsidies|9|2035|5|ccc
ban|19|2045|10|greenpeace,tax|14|2035|5|ccc
subsidies|19|2045|10|greenpeace,ban|14|2035|5|ccc
tax|19|2045|10|greenpeace,subsidies|14|2035|5|ccc
ban|4|2055|10|greenpeace,tax|19|2045|5|ccc
subsidies|4|2055|10|greenpeace,ban|19|2045|5|ccc
tax|4|2055|10|greenpeace,subsidies|19|2045|5|ccc
ban|9|2055|10|greenpeace,tax|4|2045|5|ccc
subsidies|9|2055|10|greenpeace,ban|4|2045|5|ccc
tax|9|2055|10|greenpeace,subsidies|4|2045|5|ccc
ban|14|2055|10|greenpeace,tax|9|2045|5|ccc
subsidies|14|2055|10|greenpeace,ban|9|2045|5|ccc
tax|14|2055|10|greenpeace,subsidies|9|2045|5|ccc
ban|19|2055|10|greenpeace,tax|14|2045|5|ccc
subsidies|19|2055|10|greenpeace,ban|14|2045|5|ccc
tax|19|2055|10|greenpeace,subsidies|14|2045|5|ccc
ban|4|2025|50|greenpeace,tax|19|2055|10|ccc
subsidies|4|2025|50|greenpeace,ban|19|2055|10|ccc
tax|4|2025|50|greenpeace,subsidies|19|2055|10|ccc
ban|9|2025|50|greenpeace,tax|4|2055|10|ccc
subsidies|9|2025|50|greenpeace,ban|4|2055|10|ccc
tax|9|2025|50|greenpeace,subsidies|4|2055|10|ccc
ban|14|2025|50|greenpeace,tax|9|2055|10|ccc
subsidies|14|2025|50|greenpeace,ban|9|2055|10|ccc
tax|14|2025|50|greenpeace,subsidies|9|2055|10|ccc
ban|19|2025|50|greenpeace,tax|14|2055|10|ccc
subsidies|19|2025|50|greenpeace,ban|14|2055|10|ccc
tax|19|2025|50|greenpeace,subsidies|14|2055|10|ccc
ban|4|2035|50|greenpeace,tax|19|2025|10|ccc
subsidies|4|2035|50|greenpeace,ban|19|2025|10|ccc
tax|4|2035|50|greenpeace,subsidies|19|2025|10|ccc
ban|9|2035|50|greenpeace,tax|4|2025|10|ccc
subsidies|9|2035|50|greenpeace,ban|4|2025|10|ccc
tax|9|2035|50|greenpeace,subsidies|4|2025|10|ccc
ban|14|2035|50|greenpeace,tax|9|2025|10|ccc
subsidies|14|2035|50|greenpeace,ban|9|2025|10|ccc
tax|14|2035|50|greenpeace,subsidies|9|2025|10|ccc
ban|19|2035|50|greenpeace,tax|14|2025|10|ccc
subsidies|19|2035|50|greenpeace,ban|14|2025|10|ccc
tax|19|2035|50|greenpeace,subsidies|14|2025|10|ccc
ban|4|2045|50|greenpeace,tax|19|2035|10|ccc
subsidies|4|2045|50|greenpeace,ban|19|2035|10|ccc
tax|4|2045|50|greenpeace,subsidies|19|2035|10|ccc
ban|9|2045|50|greenpeace,tax|4|2035|10|ccc
subsidies|9|2045|50|greenpeace,ban|4|2035|10|ccc
tax|9|2045|50|greenpeace,subsidies|4|2035|10|ccc
ban|14|2045|50|greenpeace,tax|9|2035|10|ccc
subsidies|14|2045|50|greenpeace,ban|9|2035|10|ccc
tax|14|2045|50|greenpeace,subsidies|9|2035|10|ccc
ban|19|2045|50|greenpeace,tax|14|2035|10|ccc
subsidies|19|2045|50|greenpeace,ban|14|2035|10|ccc
tax|19|2045|50|greenpeace,subsidies|14|2035|10|ccc
ban|4|2055|50|greenpeace,tax|19|2045|10|ccc
subsidies|4|2055|50|greenpeace,ban|19|2045|10|ccc
tax|4|2055|50|greenpeace,subsidies|19|2045|10|ccc
ban|9|2055|50|greenpeace,tax|4|2045|10|ccc
subsidies|9|2055|50|greenpeace,ban|4|2045|10|ccc
tax|9|2055|50|greenpeace,subsidies|4|2045|10|ccc
ban|14|2055|50|greenpeace,tax|9|2045|10|ccc
subsidies|14|2055|50|greenpeace,ban|9|2045|10|ccc
tax|14|2055|50|greenpeace,subsidies|9|2045|10|ccc
ban|19|2055|50|greenpeace,tax|14|2045|10|ccc
subsidies|19|2055|50|greenpeace,ban|14|2045|10|ccc
tax|19|2055|50|greenpeace,subsidies|14|2045|10|ccc
ban|4|2025|2|dp,tax|19|2055|50|greenpeace
subsidies|4|2025|2|dp,ban|19|2055|50|greenpeace
tax|4|2025|2|dp,subsidies|19|2055|50|greenpeace
ban|9|2025|2|dp,tax|4|2055|50|greenpeace
subsidies|9|2025|2|dp,ban|4|2055|50|greenpeace
tax|9|2025|2|dp,subsidies|4|2055|50|greenpeace
ban|14|2025|2|dp,tax|9|2055|50|greenpeace
subsidies|14|2025|2|dp,ban|9|2055|50|greenpeace
tax|14|2025|2|dp,subsidies|9|2055|50|greenpeace
ban|19|2025|2|dp,tax|14|2055|50|greenpeace
subsidies|19|2025|2|dp,ban|14|2055|50|greenpeace
tax|19|2025|2|dp,subsidies|14|2055|50|greenpeace
ban|4|2035|2|dp,tax|19|2025|50|greenpeace
subsidies|4|2035|2|dp,ban|19|2025|50|greenpeace
tax|4|2035|2|dp,subsidies|19|2025|50|greenpeace
ban|9|2035|2|dp,tax|4|2025|50|greenpeace
subsidies|9|2035|2|dp,ban|4|2025|50|greenpeace
tax|9|2035|2|dp,subsidies|4|2025|50|greenpeace
ban|14|2035|2|dp,tax|9|2025|50|greenpeace
subsidies|14|2035|2|dp,ban|9|2025|50|greenpeace
tax|14|2035|2|dp,subsidies|9|2025|50|greenpeace
ban|19|2035|2|dp,tax|14|2025|50|greenpeace
subsidies|19|2035|2|dp,ban|14|2025|50|greenpeace
tax|19|2035|2|dp,subsidies|14|2025|50|greenpeace
ban|4|2045|2|dp,tax|19|2035|50|greenpeace
subsidies|4|2045|2|dp,ban|19|2035|50|greenpeace
tax|4|2045|2|dp,subsidies|19|2035|50|greenpeace
ban|9|2045|2|dp,tax|4|2035|50|greenpeace
subsidies|9|2045|2|dp,ban|4|2035|50|greenpeace
tax|9|2045|2|dp,subsidies|4|2035|50|greenpeace
ban|14|2045|2|dp,tax|9|2035|50|greenpeace
subsidies|14|2045|2|dp,ban|9|2035|50|greenpeace
tax|14|2045|2|dp,subsidies|9|2035|50|greenpeace
ban|19|2045|2|dp,tax|14|2035|50|greenpeace
subsidies|19|2045|2|dp,ban|14|2035|50|greenpeace
tax|19|2045|2|dp,subsidies|14|2035|50|greenpeace
ban|4|2055|2|dp,tax|19|2045|50|greenpeace
subsidies|4|2055|2|dp,ban|19|2045|50|greenpeace
tax|4|2055|2|dp,subsidies|19|2045|50|greenpeace
ban|9|2055|2|dp,tax|4|2045|50|greenpeace
subsidies|9|2055|2|dp,ban|4|2045|50|greenpeace
tax|9|2055|2|dp,subsidies|4|2045|50|greenpeace
ban|14|2055|2|dp,tax|9|2045|50|greenpeace
subsidies|14|2055|2|dp,ban|9|2045|50|greenpeace
tax|14|2055|2|dp,subsidies|9|2045|50|greenpeace
ban|19|2055|2|dp,tax|14|2045|50|greenpeace
subsidies|19|2055|2|dp,ban|14|2045|50|greenpeace
tax|19|2055|2|dp,subsidies|14|2045|50|greenpeace
ban|4|2025|5|dp,tax|19|2055|2|greenpeace
subsidies|4|2025|5|dp,ban|19|2055|2|greenpeace
tax|4|2025|5|dp,subsidies|19|2055|2|greenpeace
ban|9|2025|5|dp,tax|4|2055|2|greenpeace
subsidies|9|2025|5|dp,ban|4|2055|2|greenpeace
tax|9|2025|5|dp,subsidies|4|2055|2|greenpeace
ban|14|2025|5|dp,tax|9|2055|2|greenpeace
subsidies|14|2025|5|dp,ban|9|2055|2|greenpeace
tax|14|2025|5|dp,subsidies|9|2055|2|greenpeace
ban|19|2025|5|dp,tax|14|2055|2|greenpeace
subsidies|19|2025|5|dp,ban|14|2055|2|greenpeace
tax|19|2025|5|dp,subsidies|14|2055|2|greenpeace
ban|4|2035|5|dp,tax|19|2025|2|greenpeace
subsidies|4|2035|5|dp,ban|19|2025|2|greenpeace
tax|4|2035|5|dp,subsidies|19|2025|2|greenpeace
ban|9|2035|5|dp,tax|4|2025|2|greenpeace
subsidies|9|2035|5|dp,ban|4|2025|2|greenpeace
tax|9|2035|5|dp,subsidies|4|2025|2|greenpeace
ban|14|2035|5|dp,tax|9|2025|2|greenpeace
subsidies|14|2035|5|dp,ban|9|2025|2|greenpeace
tax|14|2035|5|dp,subsidies|9|2025|2|greenpeace
ban|19|2035|5|dp,tax|14|2025|2|greenpeace
subsidies|19|2035|5|dp,ban|14|2025|2|greenpeace
tax|19|2035|5|dp,subsidies|14|2025|2|greenpeace
ban|4|2045|5|dp,tax|19|2035|2|greenpeace
subsidies|4|2045|5|dp,ban|19|2035|2|greenpeace
tax|4|2045|5|dp,subsidies|19|2035|2|greenpeace
ban|9|2045|5|dp,tax|4|2035|2|greenpeace
subsidies|9|2045|5|dp,ban|4|2035|2|greenpeace
tax|9|2045|5|dp,subsidies|4|2035|2|greenpeace
ban|14|2045|5|dp,tax|9|2035|2|greenpeace
subsidies|14|2045|5|dp,ban|9|2035|2|greenpeace
tax|14|2045|5|dp,subsidies|9|2035|2|greenpeace
ban|19|2045|5|dp,tax|14|2035|2|greenpeace
subsidies|19|2045|5|dp,ban|14|2035|2|greenpeace
