resp.id,ques,alt,choice,none,policytype,cost,year,distance,org,adopters
3,3,4,0,1,0,0,0,0,0,0
3,4,1,2,2,ban,19,2025,50,ccc,0.76
3,4,2,0,2,subsidies,4,2055,5,ccc,0.98
3,4,3,0,2,ban,14,2055,2,greenpeace,0.45
3,4,4,0,1,0,0,0,0,0,0
3,5,1,1,2,subsidies,9,2035,5,greenpeace,0.45
3,5,2,0,2,ban,14,2025,5,greenpeace,0.45
3,5,3,0,2,tax,4,2045,5,ccc,0.45
3,5,4,0,1,0,0,0,0,0,0
3,6,1,2,2,subsidies,9,2025,10,rp,0.76
3,6,2,0,2,tax,14,2035,2,greenpeace,0.76
3,6,3,0,2,subsidies,19,2035,5,ccc,0.98
3,6,4,0,1,0,0,0,0,0,0
3,7,1,1,2,tax,4,2045,50,dp,0.45
3,7,2,0,2,ban,4,2025,50,rp,0.01
3,7,3,0,2,tax,14,2045,50,rp,0.23
3,7,4,0,1,0,0,0,0,0,0
3,8,1,3,2,tax,19,2025,50,greenpeace,0.45
3,8,2,0,2,ban,14,2035,5,greenpeace,0.01
3,8,3,0,2,ban,9,2055,10,dp,0.76
3,8,4,0,1,0,0,0,0,0,0
3,9,1,2,2,subsidies,4,2035,2,rp,0.01
3,9,2,0,2,subsidies,14,2055,2,ccc,0.76
3,9,3,0,2,subsidies,4,2025,10,rp,0.01
3,9,4,0,1,0,0,0,0,0,0
3,10,1,1,2,subsidies,4,2025,50,greenpeace,0.76
3,10,2,0,2,tax,19,2055,2,rp,0.98
3,10,3,0,2,ban,19,2045,2,ccc,0.45
3,10,4,0,1,0,0,0,0,0,0
3,11,1,1,2,ban,9,2025,50,dp,0.98
3,11,2,0,2,tax,9,2035,5,ccc,0.45
3,11,3,0,2,subsidies,19,2045,2,rp,0.98
3,11,4,0,1,0,0,0,0,0,0
3,12,1,1,2,subsidies,14,2055,50,rp,0.45
3,12,2,0,2,subsidies,19,2025,2,rp,0.01
3,12,3,0,2,subsidies,14,2035,2,greenpeace,0.23
3,12,4,0,1,0,0,0,0,0,0
3,13,1,3,2,ban,19,2025,5,ccc,0.76
3,13,2,0,2,subsidies,19,2025,2,greenpeace,0.23
3,13,3,0,2,tax,19,2045,50,ccc,0.98
3,13,4,0,1,0,0,0,0,0,0
3,14,1,3,2,tax,19,2025,2,rp,0.76
3,14,2,0,2,tax,9,2055,5,rp,0.01
3,14,3,0,2,tax,4,2035,10,ccc,0.23
3,14,4,0,1,0,0,0,0,0,0
4,1,1,2,2,ban,14,2045,10,ccc,0.23
4,1,2,0,2,tax,14,2045,50,dp,0.98
4,1,3,0,2,ban,9,2045,10,greenpeace,0.45
4,1,4,0,1,0,0,0,0,0,0
4,2,1,3,2,subsidies,19,2045,10,rp,0.45
4,2,2,0,2,subsidies,9,2025,10,ccc,0.23
4,2,3,0,2,tax,9,2025,5,dp,0.76
4,2,4,0,1,0,0,0,0,0,0
4,3,1,1,2,ban,9,2045,2,ccc,0.98
4,3,2,0,2,tax,4,2055,50,dp,0.98
4,3,3,0,2,ban,14,2035,2,ccc,0.23
4,3,4,0,1,0,0,0,0,0,0
4,4,1,3,2,subsidies,9,2045,5,ccc,0.76
4,4,2,0,2,ban,14,2045,10,greenpeace,0.23
4,4,3,0,2,ban,9,2025,2,dp,0.45
4,4,4,0,1,0,0,0,0,0,0
4,5,1,1,2,subsidies,19,2045,5,ccc,0.23
4,5,2,0,2,subsidies,14,2035,50,rp,0.01
4,5,3,0,2,ban,4,2035,2,rp,0.01
4,5,4,0,1,0,0,0,0,0,0
4,6,1,2,2,ban,14,2025,5,rp,0.01
4,6,2,0,2,tax,14,2025,5,rp,0.76
4,6,3,0,2,tax,9,2035,50,greenpeace,0.45
4,6,4,0,1,0,0,0,0,0,0
4,7,1,3,2,tax,19,2035,5,ccc,0.01
4,7,2,0,2,subsidies,19,2055,50,greenpeace,0.98
4,7,3,0,2,tax,4,2045,10,rp,0.76
4,7,4,0,1,0,0,0,0,0,0
4,8,1,2,2,tax,9,2045,2,dp,0.45
4,8,2,0,2,tax,9,2045,10,ccc,0.98
4,8,3,0,2,tax,9,2055,10,ccc,0.76
4,8,4,0,1,0,0,0,0,0,0
4,9,1,2,2,subsidies,14,2025,10,rp,0.23
4,9,2,0,2,tax,4,2035,10,greenpeace,0.45
4,9,3,0,2,tax,14,2055,10,ccc,0.45
4,9,4,0,1,0,0,0,0,0,0
4,10,1,4,2,tax,4,2035,5,rp,0.01
4,10,2,0,2,ban,14,2045,10,ccc,0.23
4,10,3,0,2,tax,4,2035,50,rp,0.01
4,10,4,0,1,0,0,0,0,0,0
4,11,1,1,2,ban,4,2055,5,ccc,0.23
4,11,2,0,2,subsidies,19,2055,50,rp,0.23
4,11,3,0,2,ban,9,2035,10,rp,0.01
4,11,4,0,1,0,0,0,0,0,0
4,12,1,1,2,ban,4,2045,2,rp,0.23
4,12,2,0,2,ban,19,2025,2,ccc,0.45
4,12,3,0,2,ban,14,2055,5,rp,0.45
4,12,4,0,1,0,0,0,0,0,0
4,13,1,1,2,ban,4,2025,50,greenpeace,0.01
4,13,2,0,2,tax,14,2025,10,rp,0.98
4,13,3,0,2,ban,19,2035,10,ccc,0.01
4,13,4,0,1,0,0,0,0,0,0
4,14,1,2,2,subsidies,19,2055,2,rp,0.98
4,14,2,0,2,tax,19,2025,10,greenpeace,0.98
4,14,3,0,2,tax,14,2035,50,greenpeace,0.98
4,14,4,0,1,0,0,0,0,0,0
5,1,1,2,2,subsidies,19,2045,5,ccc,0.98
5,1,2,0,2,ban,4,2025,2,greenpeace,0.98
5,1,3,0,2,tax,4,2045,2,greenpeace,0.76
5,1,4,0,1,0,0,0,0,0,0
5,2,1,3,2,subsidies,9,2025,10,greenpeace,0.45
5,2,2,0,2,tax,19,2055,2,ccc,0.23
5,2,3,0,2,ban,19,2025,2,dp,0.98
5,2,4,0,1,0,0,0,0,0,0
5,3,1,3,2,tax,9,2045,50,rp,0.01
5,3,2,0,2,tax,4,2055,5,dp,0.23
5,3,3,0,2,ban,4,2055,2,greenpeace,0.76
5,3,4,0,1,0,0,0,0,0,0
5,4,1,2,2,subsidies,4,2045,10,rp,0.98
5,4,2,0,2,ban,4,2055,10,dp,0.98
5,4,3,0,2,ban,19,2055,5,greenpeace,0.45
5,4,4,0,1,0,0,0,0,0,0
5,5,1,3,2,subsidies,19,2055,2,greenpeace,0.45
5,5,2,0,2,subsidies,14,2045,5,rp,0.76
5,5,3,0,2,subsidies,4,2025,5,ccc,0.98
5,5,4,0,1,0,0,0,0,0,0
5,6,1,3,2,subsidies,4,2035,5,rp,0.01
5,6,2,0,2,ban,19,2055,10,dp,0.23
5,6,3,0,2,subsidies,4,2055,10,greenpeace,0.45
5,6,4,0,1,0,0,0,0,0,0
5,7,1,4,2,subsidies,9,2025,50,dp,0.01
5,7,2,0,2,tax,19,2055,5,rp,0.98
5,7,3,0,2,tax,19,2045,50,rp,0.76
5,7,4,0,1,0,0,0,0,0,0
5,8,1,2,2,subsidies,14,2055,50,ccc,0.76
5,8,2,0,2,ban,4,2035,10,ccc,0.98
5,8,3,0,2,subsidies,9,2025,5,rp,0.98
5,8,4,0,1,0,0,0,0,0,0
5,9,1,3,2,ban,14,2045,2,ccc,0.01
5,9,2,0,2,subsidies,19,2055,50,ccc,0.45
5,9,3,0,2,ban,9,2025,5,rp,0.98
5,9,4,0,1,0,0,0,0,0,0
5,10,1,1,2,ban,9,2025,5,greenpeace,0.45
5,10,2,0,2,subsidies,14,2045,50,dp,0.01
5,10,3,0,2,ban,19,2055,2,ccc,0.01
5,10,4,0,1,0,0,0,0,0,0
5,11,1,3,2,ban,14,2045,50,greenpeace,0.45
5,11,2,0,2,tax,14,2035,2,ccc,0.76
5,11,3,0,2,ban,9,2025,5,greenpeace,0.45
5,11,4,0,1,0,0,0,0,0,0
5,12,1,2,2,subsidies,19,2025,2,rp,0.01
5,12,2,0,2,tax,9,2055,50,dp,0.98
5,12,3,0,2,subsidies,19,2025,2,ccc,0.76
5,12,4,0,1,0,0,0,0,0,0
5,13,1,1,2,subsidies,9,2025,2,greenpeace,0.98
5,13,2,0,2,ban,14,2035,2,dp,0.45
5,13,3,0,2,tax,4,2045,2,greenpeace,0.23
5,13,4,0,1,0,0,0,0,0,0
5,14,1,3,2,ban,4,2045,50,greenpeace,0.45
5,14,2,0,2,tax,19,2055,2,rp,0.76
5,14,3,0,2,ban,4,2025,10,greenpeace,0.45
5,14,4,0,1,0,0,0,0,0,0
6,1,1,2,2,subsidies,19,2055,5,greenpeace,0.98
6,1,2,0,2,tax,4,2035,5,rp,0.98
6,1,3,0,2,tax,14,2025,2,rp,0.76
6,1,4,0,1,0,0,0,0,0,0
6,2,1,2,2,subsidies,14,2035,2,ccc,0.01
6,2,2,0,2,subsidies,4,2025,10,rp,0.45
6,2,3,0,2,ban,4,2035,2,dp,0.45
6,2,4,0,1,0,0,0,0,0,0
6,3,1,1,2,ban,9,2045,50,rp,0.76
6,3,2,0,2,subsidies,14,2035,2,greenpeace,0.98
6,3,3,0,2,ban,9,2045,2,dp,0.23
6,3,4,0,1,0,0,0,0,0,0
6,4,1,2,2,tax,14,2035,2,ccc,0.01
6,4,2,0,2,subsidies,9,2045,5,dp,0.98
6,4,3,0,2,ban,9,2035,5,dp,0.98
6,4,4,0,1,0,0,0,0,0,0
6,5,1,3,2,subsidies,14,2025,5,greenpeace,0.76
6,5,2,0,2,subsidies,19,2035,5,greenpeace,0.45
6,5,3,0,2,subsidies,9,2045,5,dp,0.76
6,5,4,0,1,0,0,0,0,0,0
6,6,1,4,2,subsidies,19,2055,10,rp,0.23
6,6,2,0,2,subsidies,9,2055,50,ccc,0.45
6,6,3,0,2,subsidies,4,2025,5,dp,0.01
6,6,4,0,1,0,0,0,0,0,0
6,7,1,2,2,tax,14,2055,50,greenpeace,0.76
6,7,2,0,2,tax,14,2035,2,rp,0.98
6,7,3,0,2,tax,19,2045,5,rp,0.45
6,7,4,0,1,0,0,0,0,0,0
6,8,1,4,2,tax,9,2035,2,greenpeace,0.01
6,8,2,0,2,ban,19,2035,2,greenpeace,0.23
6,8,3,0,2,tax,9,2055,10,dp,0.76
6,8,4,0,1,0,0,0,0,0,0
6,9,1,3,2,tax,14,2055,5,dp,0.01
6,9,2,0,2,subsidies,19,2045,10,dp,0.23
6,9,3,0,2,subsidies,14,2045,50,rp,0.76
6,9,4,0,1,0,0,0,0,0,0
6,10,1,2,2,subsidies,19,2045,5,rp,0.45
6,10,2,0,2,subsidies,9,2045,2,greenpeace,0.98
6,10,3,0,2,subsidies,14,2035,2,ccc,0.76
6,10,4,0,1,0,0,0,0,0,0
6,11,1,4,2,tax,9,2025,2,ccc,0.23
6,11,2,0,2,ban,19,2055,50,dp,0.45
6,11,3,0,2,tax,19,2025,2,rp,0.45
6,11,4,0,1,0,0,0,0,0,0
6,12,1,1,2,subsidies,4,2035,50,greenpeace,0.23
6,12,2,0,2,subsidies,9,2045,5,rp,0.01
6,12,3,0,2,tax,9,2055,2,dp,0.23
6,12,4,0,1,0,0,0,0,0,0
6,13,1,1,2,tax,4,2045,50,dp,0.76
6,13,2,0,2,subsidies,9,2045,10,dp,0.01
6,13,3,0,2,tax,19,2025,10,greenpeace,0.45
6,13,4,0,1,0,0,0,0,0,0
6,14,1,3,2,ban,9,2055,10,ccc,0.76
6,14,2,0,2,tax,4,2055,50,dp,0.23
6,14,3,0,2,subsidies,4,2025,2,ccc,0.98
6,14,4,0,1,0,0,0,0,0,0
8,1,1,1,2,subsidies,4,2035,5,ccc,0.23
8,1,2,0,2,ban,9,2035,10,greenpeace,0.23
8,1,3,0,2,subsidies,14,2035,10,greenpeace,0.45
8,1,4,0,1,0,0,0,0,0,0
8,2,1,3,2,ban,19,2035,10,dp,0.45
8,2,2,0,2,tax,19,2025,10,dp,0.45
8,2,3,0,2,tax,4,2035,5,rp,0.23
8,2,4,0,1,0,0,0,0,0,0
8,3,1,1,2,subsidies,4,2035,10,dp,0.01
8,3,2,0,2,ban,9,2045,5,ccc,0.45
8,3,3,0,2,subsidies,14,2025,5,dp,0.01
8,3,4,0,1,0,0,0,0,0,0
8,4,1,1,2,subsidies,4,2025,2,ccc,0.76
8,4,2,0,2,tax,9,2055,5,ccc,0.23
8,4,3,0,2,tax,19,2045,50,dp,0.45
8,4,4,0,1,0,0,0,0,0,0
8,5,1,2,2,subsidies,9,2045,5,dp,0.01
8,5,2,0,2,tax,4,2025,2,ccc,0.98
8,5,3,0,2,subsidies,4,2045,10,rp,0.45
8,5,4,0,1,0,0,0,0,0,0
8,6,1,3,2,subsidies,14,2035,50,ccc,0.76
8,6,2,0,2,ban,14,2025,10,dp,0.76
8,6,3,0,2,tax,9,2045,5,ccc,0.98
8,6,4,0,1,0,0,0,0,0,0
8,7,1,1,2,ban,9,2025,5,rp,0.76
8,7,2,0,2,tax,9,2025,50,ccc,0.76
8,7,3,0,2,ban,9,2045,10,rp,0.76
8,7,4,0,1,0,0,0,0,0,0
8,8,1,3,2,ban,19,2055,50,greenpeace,0.45
8,8,2,0,2,ban,14,2035,5,dp,0.76
8,8,3,0,2,tax,9,2025,10,rp,0.45
8,8,4,0,1,0,0,0,0,0,0
8,9,1,4,2,tax,14,2045,5,dp,0.23
8,9,2,0,2,ban,19,2055,50,greenpeace,0.23
8,9,3,0,2,ban,14,2055,50,ccc,0.01
8,9,4,0,1,0,0,0,0,0,0
8,10,1,1,2,tax,9,2045,50,dp,0.76
8,10,2,0,2,subsidies,14,2035,2,dp,0.45
8,10,3,0,2,subsidies,14,2055,50,rp,0.76
8,10,4,0,1,0,0,0,0,0,0
8,11,1,1,2,subsidies,4,2035,2,greenpeace,0.98
8,11,2,0,2,ban,19,2025,50,ccc,0.01
8,11,3,0,2,subsidies,14,2025,10,rp,0.23
8,11,4,0,1,0,0,0,0,0,0
8,12,1,3,2,tax,4,2055,5,dp,0.45
8,12,2,0,2,ban,14,2045,10,ccc,0.23
8,12,3,0,2,subsidies,9,2035,10,greenpeace,0.98
8,12,4,0,1,0,0,0,0,0,0
8,13,1,1,2,subsidies,9,2035,50,dp,0.23
8,13,2,0,2,ban,14,2055,5,ccc,0.76
8,13,3,0,2,tax,19,2055,10,greenpeace,0.23
8,13,4,0,1,0,0,0,0,0,0
8,14,1,3,2,tax,14,2055,50,ccc,0.98
8,14,2,0,2,ban,14,2025,50,greenpeace,0.45
8,14,3,0,2,subsidies,4,2055,2,ccc,0.45
8,14,4,0,1,0,0,0,0,0,0
9,1,1,1,2,ban,9,2055,5,greenpeace,0.98
9,1,2,0,2,subsidies,19,2035,5,rp,0.01
9,1,3,0,2,ban,9,2045,2,rp,0.23
9,1,4,0,1,0,0,0,0,0,0
9,2,1,2,2,subsidies,9,2055,50,ccc,0.98
9,2,2,0,2,subsidies,4,2025,2,ccc,0.76
9,2,3,0,2,subsidies,9,2045,2,greenpeace,0.98
9,2,4,0,1,0,0,0,0,0,0
9,3,1,3,2,subsidies,14,2045,2,ccc,0.45
9,3,2,0,2,tax,9,2045,50,greenpeace,0.01
9,3,3,0,2,ban,14,2035,50,greenpeace,0.76
9,3,4,0,1,0,0,0,0,0,0
9,4,1,2,2,tax,19,2025,2,rp,0.01
9,4,2,0,2,ban,19,2035,10,greenpeace,0.98
9,4,3,0,2,subsidies,14,2045,10,rp,0.01
9,4,4,0,1,0,0,0,0,0,0
9,5,1,1,2,ban,9,2025,50,ccc,0.23
9,5,2,0,2,tax,4,2035,10,ccc,0.23
9,5,3,0,2,ban,19,2055,2,greenpeace,0.76
9,5,4,0,1,0,0,0,0,0,0
9,6,1,3,2,subsidies,14,2025,10,rp,0.01
9,6,2,0,2,subsidies,14,2025,10,rp,0.98
9,6,3,0,2,ban,9,2025,10,rp,0.76
9,6,4,0,1,0,0,0,0,0,0
9,7,1,1,2,ban,14,2035,50,ccc,0.45
9,7,2,0,2,tax,19,2045,50,greenpeace,0.45
9,7,3,0,2,subsidies,4,2055,50,ccc,0.01
9,7,4,0,1,0,0,0,0,0,0
9,8,1,2,2,subsidies,4,2055,50,rp,0.76
9,8,2,0,2,tax,4,2035,50,ccc,0.23
9,8,3,0,2,subsidies,19,2045,5,dp,0.23
9,8,4,0,1,0,0,0,0,0,0
9,9,1,2,2,subsidies,19,2045,2,greenpeace,0.45
9,9,2,0,2,ban,4,2035,10,ccc,0.01
9,9,3,0,2,ban,19,2055,50,ccc,0.45
9,9,4,0,1,0,0,0,0,0,0
9,10,1,3,2,ban,9,2055,5,greenpeace,0.45
9,10,2,0,2,ban,19,2055,5,dp,0.76
9,10,3,0,2,ban,19,2035,50,greenpeace,0.98
9,10,4,0,1,0,0,0,0,0,0
9,11,1,1,2,ban,9,2035,5,greenpeace,0.45
9,11,2,0,2,subsidies,19,2055,5,greenpeace,0.76
9,11,3,0,2,tax,4,2045,5,rp,0.23
9,11,4,0,1,0,0,0,0,0,0
9,12,1,2,2,subsidies,14,2025,10,dp,0.76
9,12,2,0,2,tax,4,2045,50,ccc,0.76
9,12,3,0,2,ban,9,2055,5,dp,0.23
9,12,4,0,1,0,0,0,0,0,0
9,13,1,1,2,subsidies,4,2055,5,greenpeace,0.98
9,13,2,0,2,ban,4,2045,50,dp,0.45
9,13,3,0,2,tax,14,2025,10,ccc,0.01
9,13,4,0,1,0,0,0,0,0,0
9,14,1,2,2,subsidies,4,2055,2,ccc,0.23
9,14,2,0,2,tax,9,2035,10,greenpeace,0.76
9,14,3,0,2,subsidies,14,2045,10,ccc,0.23
9,14,4,0,1,0,0,0,0,0,0
13,1,1,1,2,tax,14,2025,5,greenpeace,0.45
13,1,2,0,2,subsidies,4,2045,2,rp,0.23
13,1,3,0,2,subsidies,14,2035,5,ccc,0.98
13,1,4,0,1,0,0,0,0,0,0
13,2,1,1,2,ban,4,2025,50,dp,0.76
13,2,2,0,2,ban,14,2055,2,greenpeace,0.01
13,2,3,0,2,ban,9,2045,5,greenpeace,0.01
13,2,4,0,1,0,0,0,0,0,0
13,3,1,1,2,ban,4,2055,10,ccc,0.23
13,3,2,0,2,subsidies,19,2045,50,dp,0.01
13,3,3,0,2,subsidies,9,2045,5,rp,0.23
13,3,4,0,1,0,0,0,0,0,0
13,4,1,2,2,subsidies,19,2035,50,dp,0.98
13,4,2,0,2,ban,4,2045,50,dp,0.76
13,4,3,0,2,ban,19,2055,10,ccc,0.45
13,4,4,0,1,0,0,0,0,0,0
13,5,1,1,2,ban,14,2035,50,greenpeace,0.45
13,5,2,0,2,ban,14,2035,2,ccc,0.01
13,5,3,0,2,subsidies,9,2045,2,greenpeace,0.01
13,5,4,0,1,0,0,0,0,0,0
13,6,1,4,2,ban,14,2025,10,dp,0.23
13,6,2,0,2,subsidies,19,2045,50,ccc,0.01
13,6,3,0,2,subsidies,19,2045,50,rp,0.45
13,6,4,0,1,0,0,0,0,0,0
13,7,1,1,2,subsidies,4,2035,10,ccc,0.76
13,7,2,0,2,subsidies,4,2045,10,greenpeace,0.45
13,7,3,0,2,ban,19,2035,5,dp,0.01
13,7,4,0,1,0,0,0,0,0,0
13,8,1,1,2,ban,9,2035,10,dp,0.76
13,8,2,0,2,subsidies,4,2045,10,greenpeace,0.23
13,8,3,0,2,ban,4,2045,10,ccc,0.23
13,8,4,0,1,0,0,0,0,0,0
13,9,1,2,2,tax,4,2025,2,rp,0.45
13,9,2,0,2,tax,4,2045,50,ccc,0.76
13,9,3,0,2,tax,19,2025,50,rp,0.98
13,9,4,0,1,0,0,0,0,0,0
13,10,1,3,2,subsidies,19,2045,5,dp,0.98
13,10,2,0,2,ban,4,2055,2,dp,0.98
13,10,3,0,2,tax,4,2045,10,ccc,0.98
13,10,4,0,1,0,0,0,0,0,0
13,11,1,1,2,tax,4,2045,2,greenpeace,0.23
13,11,2,0,2,tax,14,2055,10,ccc,0.76
13,11,3,0,2,ban,14,2045,2,ccc,0.01
13,11,4,0,1,0,0,0,0,0,0
13,12,1,2,2,ban,9,2055,5,dp,0.01
13,12,2,0,2,subsidies,4,2045,10,dp,0.01
13,12,3,0,2,tax,19,2055,5,ccc,0.45
13,12,4,0,1,0,0,0,0,0,0
13,13,1,2,2,tax,19,2055,50,dp,0.45
13,13,2,0,2,tax,9,2045,2,rp,0.45
13,13,3,0,2,tax,19,2025,10,dp,0.23
13,13,4,0,1,0,0,0,0,0,0
13,14,1,2,2,ban,19,2045,50,rp,0.98
13,14,2,0,2,tax,4,2035,2,rp,0.76
13,14,3,0,2,subsidies,19,2025,5,dp,0.01
13,14,4,0,1,0,0,0,0,0,0
15,1,1,3,2,tax,9,2045,50,dp,0.01
15,1,2,0,2,tax,4,2035,2,rp,0.76
15,1,3,0,2,ban,4,2035,10,greenpeace,0.98
15,1,4,0,1,0,0,0,0,0,0
15,2,1,1,2,subsidies,9,2025,50,ccc,0.01
15,2,2,0,2,subsidies,14,2025,2,dp,0.76
15,2,3,0,2,tax,14,2045,10,dp,0.01
15,2,4,0,1,0,0,0,0,0,0
15,3,1,1,2,ban,4,2025,5,rp,0.23
15,3,2,0,2,tax,4,2035,10,rp,0.01
15,3,3,0,2,subsidies,4,2035,2,greenpeace,0.23
15,3,4,0,1,0,0,0,0,0,0
15,4,1,1,2,subsidies,4,2035,50,greenpeace,0.76
15,4,2,0,2,subsidies,14,2045,50,rp,0.76
15,4,3,0,2,tax,4,2035,10,rp,0.98
15,4,4,0,1,0,0,0,0,0,0
15,5,1,2,2,tax,9,2045,2,rp,0.23
15,5,2,0,2,subsidies,9,2025,10,dp,0.45
15,5,3,0,2,ban,9,2045,10,greenpeace,0.01
15,5,4,0,1,0,0,0,0,0,0
15,6,1,1,2,ban,19,2035,5,greenpeace,0.23
15,6,2,0,2,tax,9,2025,2,rp,0.76
15,6,3,0,2,tax,14,2055,10,ccc,0.98
15,6,4,0,1,0,0,0,0,0,0
15,7,1,4,2,subsidies,14,2045,2,rp,0.45
15,7,2,0,2,ban,9,2055,50,ccc,0.01
15,7,3,0,2,tax,19,2055,10,rp,0.23
15,7,4,0,1,0,0,0,0,0,0
15,8,1,3,2,subsidies,14,2055,50,ccc,0.98
15,8,2,0,2,tax,4,2055,2,ccc,0.01
15,8,3,0,2,subsidies,14,2045,5,greenpeace,0.76
15,8,4,0,1,0,0,0,0,0,0
15,9,1,3,2,subsidies,19,2025,5,dp,0.01
15,9,2,0,2,tax,9,2045,50,ccc,0.76
15,9,3,0,2,ban,4,2025,10,greenpeace,0.98
15,9,4,0,1,0,0,0,0,0,0
15,10,1,3,2,subsidies,4,2045,2,ccc,0.23
15,10,2,0,2,tax,14,2045,2,rp,0.98
15,10,3,0,2,ban,4,2045,10,greenpeace,0.98
15,10,4,0,1,0,0,0,0,0,0
15,11,1,2,2,subsidies,19,2035,5,ccc,0.23
15,11,2,0,2,subsidies,9,2045,10,greenpeace,0.45
15,11,3,0,2,subsidies,9,2025,2,rp,0.76
15,11,4,0,1,0,0,0,0,0,0
15,12,1,1,2,tax,4,2035,2,ccc,0.23
15,12,2,0,2,tax,19,2055,2,rp,0.98
15,12,3,0,2,subsidies,14,2025,5,dp,0.76
15,12,4,0,1,0,0,0,0,0,0
15,13,1,3,2,ban,9,2025,2,rp,0.23
15,13,2,0,2,subsidies,9,2055,5,greenpeace,0.98
15,13,3,0,2,subsidies,9,2035,50,greenpeace,0.98
15,13,4,0,1,0,0,0,0,0,0
15,14,1,2,2,tax,19,2045,2,rp,0.23
15,14,2,0,2,tax,19,2045,50,ccc,0.98
15,14,3,0,2,subsidies,14,2025,50,dp,0.45
15,14,4,0,1,0,0,0,0,0,0
16,1,1,2,2,subsidies,14,2025,2,ccc,0.45
16,1,2,0,2,subsidies,4,2025,5,ccc,0.23
16,1,3,0,2,subsidies,4,2055,5,rp,0.01
16,1,4,0,1,0,0,0,0,0,0
16,2,1,2,2,ban,14,2025,10,greenpeace,0.45
16,2,2,0,2,ban,4,2025,50,ccc,0.23
16,2,3,0,2,ban,14,2025,5,greenpeace,0.98
16,2,4,0,1,0,0,0,0,0,0
16,3,1,2,2,subsidies,19,2045,2,dp,0.45
16,3,2,0,2,ban,4,2045,10,greenpeace,0.76
