resp.id,ques,alt,accessibility,authentication,customisation,video,adopters,none,choice
6,14,3,web,multi_factor,low,one_to_one,0.45,2,0
6,14,4,0,0,0,0,0,1,0
7,1,1,mobile,simple,low,one_to_one,0.76,2,3
7,1,2,mobile,two_factor,medium,multi_person,0.23,2,0
7,1,3,web,multi_factor,high,one_to_one,0.98,2,0
7,1,4,0,0,0,0,0,1,0
7,2,1,web,multi_factor,high,multi_person,0.76,2,1
7,2,2,web,simple,medium,one_to_one,0.98,2,0
7,2,3,mobile,multi_factor,low,multi_person,0.45,2,0
7,2,4,0,0,0,0,0,1,0
7,3,1,mobile,simple,low,one_to_one,0.01,2,2
7,3,2,mobile,two_factor,medium,multi_person,0.45,2,0
7,3,3,web,simple,low,multi_person,0.01,2,0
7,3,4,0,0,0,0,0,1,0
7,4,1,web,two_factor,low,multi_person,0.23,2,3
7,4,2,mobile,two_factor,medium,one_to_one,0.23,2,0
7,4,3,web,simple,high,one_to_one,0.98,2,0
7,4,4,0,0,0,0,0,1,0
7,5,1,web,multi_factor,medium,one_to_one,0.98,2,1
7,5,2,mobile,two_factor,high,one_to_one,0.45,2,0
7,5,3,web,simple,low,multi_person,0.45,2,0
7,5,4,0,0,0,0,0,1,0
7,6,1,web,multi_factor,low,one_to_one,0.23,2,2
7,6,2,mobile,two_factor,high,one_to_one,0.76,2,0
7,6,3,mobile,multi_factor,high,multi_person,0.01,2,0
7,6,4,0,0,0,0,0,1,0
7,7,1,web,simple,medium,one_to_one,0.76,2,3
7,7,2,web,simple,high,multi_person,0.01,2,0
7,7,3,mobile,simple,medium,multi_person,0.98,2,0
7,7,4,0,0,0,0,0,1,0
7,8,1,mobile,multi_factor,low,multi_person,0.45,2,2
7,8,2,mobile,two_factor,medium,multi_person,0.76,2,0
7,8,3,web,multi_factor,high,one_to_one,0.23,2,0
7,8,4,0,0,0,0,0,1,0
7,9,1,mobile,two_factor,high,one_to_one,0.45,2,3
7,9,2,web,multi_factor,medium,multi_person,0.76,2,0
7,9,3,web,simple,high,multi_person,0.98,2,0
7,9,4,0,0,0,0,0,1,0
7,10,1,mobile,two_factor,low,one_to_one,0.98,2,1
7,10,2,web,multi_factor,low,one_to_one,0.01,2,0
7,10,3,web,simple,medium,multi_person,0.23,2,0
7,10,4,0,0,0,0,0,1,0
7,11,1,mobile,simple,low,multi_person,0.01,2,3
7,11,2,mobile,two_factor,high,one_to_one,0.01,2,0
7,11,3,web,two_factor,low,one_to_one,0.23,2,0
7,11,4,0,0,0,0,0,1,0
7,12,1,web,simple,high,one_to_one,0.45,2,2
7,12,2,mobile,multi_factor,medium,multi_person,0.76,2,0
7,12,3,mobile,multi_factor,high,multi_person,0.45,2,0
7,12,4,0,0,0,0,0,1,0
7,13,1,web,simple,high,multi_person,0.23,2,2
7,13,2,mobile,multi_factor,high,multi_person,0.98,2,0
7,13,3,web,multi_factor,low,one_to_one,0.45,2,0
7,13,4,0,0,0,0,0,1,0
7,14,1,web,multi_factor,low,one_to_one,0.45,2,3
7,14,2,web,simple,high,multi_person,0.23,2,0
7,14,3,mobile,multi_factor,high,multi_person,0.98,2,0
7,14,4,0,0,0,0,0,1,0
8,1,1,mobile,simple,medium,multi_person,0.23,2,2
8,1,2,mobile,two_factor,low,one_to_one,0.76,2,0
8,1,3,mobile,simple,medium,one_to_one,0.01,2,0
8,1,4,0,0,0,0,0,1,0
8,2,1,web,two_factor,low,multi_person,0.23,2,2
8,2,2,web,multi_factor,medium,one_to_one,0.98,2,0
8,2,3,web,multi_factor,low,multi_person,0.76,2,0
8,2,4,0,0,0,0,0,1,0
8,3,1,web,two_factor,high,multi_person,0.01,2,2
8,3,2,web,multi_factor,medium,one_to_one,0.45,2,0
8,3,3,mobile,simple,high,multi_person,0.76,2,0
8,3,4,0,0,0,0,0,1,0
8,4,1,mobile,multi_factor,low,multi_person,0.76,2,3
8,4,2,web,two_factor,high,multi_person,0.45,2,0
8,4,3,web,two_factor,medium,one_to_one,0.98,2,0
8,4,4,0,0,0,0,0,1,0
8,5,1,web,simple,low,multi_person,0.23,2,3
8,5,2,mobile,simple,high,one_to_one,0.23,2,0
8,5,3,mobile,multi_factor,high,one_to_one,0.98,2,0
8,5,4,0,0,0,0,0,1,0
8,6,1,web,two_factor,low,multi_person,0.98,2,1
8,6,2,web,simple,low,one_to_one,0.45,2,0
8,6,3,mobile,multi_factor,medium,one_to_one,0.01,2,0
8,6,4,0,0,0,0,0,1,0
8,7,1,mobile,multi_factor,medium,one_to_one,0.45,2,3
8,7,2,mobile,simple,high,multi_person,0.76,2,0
8,7,3,web,two_factor,medium,multi_person,0.76,2,0
8,7,4,0,0,0,0,0,1,0
8,8,1,mobile,two_factor,medium,one_to_one,0.98,2,1
8,8,2,web,multi_factor,low,one_to_one,0.01,2,0
8,8,3,web,two_factor,high,multi_person,0.23,2,0
8,8,4,0,0,0,0,0,1,0
8,9,1,mobile,simple,high,one_to_one,0.76,2,2
8,9,2,web,simple,medium,one_to_one,0.45,2,0
8,9,3,mobile,multi_factor,low,multi_person,0.23,2,0
8,9,4,0,0,0,0,0,1,0
8,10,1,mobile,multi_factor,medium,multi_person,0.01,2,2
8,10,2,web,two_factor,high,one_to_one,0.98,2,0
8,10,3,mobile,two_factor,low,multi_person,0.45,2,0
8,10,4,0,0,0,0,0,1,0
8,11,1,web,two_factor,low,one_to_one,0.76,2,2
8,11,2,mobile,simple,medium,multi_person,0.98,2,0
8,11,3,mobile,multi_factor,low,one_to_one,0.23,2,0
8,11,4,0,0,0,0,0,1,0
8,12,1,web,multi_factor,high,multi_person,0.98,2,1
8,12,2,web,simple,medium,multi_person,0.01,2,0
8,12,3,mobile,two_factor,high,one_to_one,0.45,2,0
8,12,4,0,0,0,0,0,1,0
8,13,1,web,simple,high,multi_person,0.23,2,2
8,13,2,mobile,multi_factor,high,multi_person,0.98,2,0
8,13,3,web,multi_factor,low,one_to_one,0.45,2,0
8,13,4,0,0,0,0,0,1,0
8,14,1,web,multi_factor,low,one_to_one,0.45,2,3
8,14,2,web,simple,high,multi_person,0.23,2,0
8,14,3,mobile,multi_factor,high,multi_person,0.98,2,0
8,14,4,0,0,0,0,0,1,0
9,1,1,mobile,simple,medium,one_to_one,0.23,2,2
9,1,2,web,multi_factor,high,one_to_one,0.76,2,0
9,1,3,mobile,simple,low,multi_person,0.01,2,0
9,1,4,0,0,0,0,0,1,0
9,2,1,mobile,two_factor,low,one_to_one,0.76,2,1
9,2,2,mobile,multi_factor,medium,multi_person,0.45,2,0
9,2,3,web,simple,high,multi_person,0.01,2,0
9,2,4,0,0,0,0,0,1,0
9,3,1,web,two_factor,low,multi_person,0.98,2,1
9,3,2,web,multi_factor,medium,multi_person,0.23,2,0
9,3,3,mobile,simple,high,one_to_one,0.01,2,0
9,3,4,0,0,0,0,0,1,0
9,4,1,mobile,two_factor,medium,multi_person,0.98,2,1
9,4,2,web,simple,low,one_to_one,0.76,2,0
9,4,3,web,multi_factor,high,multi_person,0.45,2,0
9,4,4,0,0,0,0,0,1,0
9,5,1,web,multi_factor,high,multi_person,0.45,2,1
9,5,2,web,two_factor,low,one_to_one,0.23,2,0
9,5,3,mobile,simple,low,one_to_one,0.98,2,0
9,5,4,0,0,0,0,0,1,0
9,6,1,mobile,multi_factor,medium,one_to_one,0.98,2,1
9,6,2,web,simple,low,multi_person,0.76,2,0
9,6,3,web,two_factor,medium,one_to_one,0.23,2,0
9,6,4,0,0,0,0,0,1,0
9,7,1,mobile,two_factor,low,multi_person,0.45,2,1
9,7,2,mobile,two_factor,medium,one_to_one,0.01,2,0
9,7,3,web,simple,high,multi_person,0.01,2,0
9,7,4,0,0,0,0,0,1,0
9,8,1,web,simple,medium,multi_person,0.23,2,3
9,8,2,mobile,multi_factor,high,one_to_one,0.45,2,0
9,8,3,mobile,multi_factor,low,one_to_one,0.98,2,0
9,8,4,0,0,0,0,0,1,0
9,9,1,web,two_factor,medium,one_to_one,0.01,2,2
9,9,2,mobile,multi_factor,high,one_to_one,0.23,2,0
9,9,3,mobile,simple,high,multi_person,0.76,2,0
9,9,4,0,0,0,0,0,1,0
9,10,1,mobile,multi_factor,medium,multi_person,0.23,2,2
9,10,2,web,two_factor,high,multi_person,0.45,2,0
9,10,3,web,simple,low,one_to_one,0.01,2,0
9,10,4,0,0,0,0,0,1,0
9,11,1,web,multi_factor,low,multi_person,0.45,2,3
9,11,2,mobile,two_factor,medium,multi_person,0.76,2,0
9,11,3,web,multi_factor,high,one_to_one,0.98,2,0
9,11,4,0,0,0,0,0,1,0
9,12,1,web,multi_factor,low,one_to_one,0.76,2,1
9,12,2,mobile,simple,high,multi_person,0.23,2,0
9,12,3,mobile,simple,medium,one_to_one,0.01,2,0
9,12,4,0,0,0,0,0,1,0
9,13,1,web,simple,high,multi_person,0.23,2,3
9,13,2,web,multi_factor,low,one_to_one,0.45,2,0
9,13,3,mobile,multi_factor,high,multi_person,0.98,2,0
9,13,4,0,0,0,0,0,1,0
9,14,1,web,simple,high,multi_person,0.23,2,2
9,14,2,mobile,multi_factor,high,multi_person,0.98,2,0
9,14,3,web,multi_factor,low,one_to_one,0.45,2,0
9,14,4,0,0,0,0,0,1,0
10,1,1,mobile,two_factor,low,one_to_one,0.45,2,3
10,1,2,mobile,two_factor,high,one_to_one,0.01,2,0
10,1,3,web,simple,medium,multi_person,0.98,2,0
10,1,4,0,0,0,0,0,1,0
10,2,1,web,simple,high,one_to_one,0.23,2,3
10,2,2,web,multi_factor,medium,multi_person,0.76,2,0
10,2,3,mobile,two_factor,high,multi_person,0.98,2,0
10,2,4,0,0,0,0,0,1,0
10,3,1,web,two_factor,medium,one_to_one,0.23,2,3
10,3,2,mobile,multi_factor,high,multi_person,0.01,2,0
10,3,3,mobile,simple,low,one_to_one,0.45,2,0
10,3,4,0,0,0,0,0,1,0
10,4,1,mobile,simple,low,multi_person,0.98,2,2
10,4,2,web,two_factor,medium,multi_person,0.76,2,0
10,4,3,web,simple,low,multi_person,0.23,2,0
10,4,4,0,0,0,0,0,1,0
10,5,1,mobile,simple,medium,one_to_one,0.98,2,3
10,5,2,web,multi_factor,high,one_to_one,0.01,2,0
10,5,3,mobile,multi_factor,low,multi_person,0.76,2,0
10,5,4,0,0,0,0,0,1,0
10,6,1,web,two_factor,low,one_to_one,0.01,2,3
10,6,2,mobile,multi_factor,medium,one_to_one,0.23,2,0
10,6,3,web,two_factor,high,multi_person,0.45,2,0
10,6,4,0,0,0,0,0,1,0
10,7,1,web,simple,high,one_to_one,0.45,2,3
10,7,2,mobile,two_factor,high,multi_person,0.01,2,0
10,7,3,mobile,simple,medium,one_to_one,0.76,2,0
10,7,4,0,0,0,0,0,1,0
10,8,1,mobile,multi_factor,low,one_to_one,0.23,2,3
10,8,2,web,multi_factor,medium,multi_person,0.45,2,0
10,8,3,mobile,simple,low,multi_person,0.98,2,0
10,8,4,0,0,0,0,0,1,0
10,9,1,web,two_factor,medium,one_to_one,0.76,2,2
10,9,2,mobile,multi_factor,high,multi_person,0.98,2,0
10,9,3,web,two_factor,low,multi_person,0.23,2,0
10,9,4,0,0,0,0,0,1,0
10,10,1,mobile,simple,medium,multi_person,0.45,2,2
10,10,2,web,multi_factor,high,one_to_one,0.98,2,0
10,10,3,web,two_factor,low,one_to_one,0.01,2,0
10,10,4,0,0,0,0,0,1,0
10,11,1,web,two_factor,low,multi_person,0.98,2,1
10,11,2,mobile,multi_factor,low,multi_person,0.23,2,0
10,11,3,web,simple,high,one_to_one,0.76,2,0
10,11,4,0,0,0,0,0,1,0
10,12,1,mobile,two_factor,medium,one_to_one,0.45,2,3
10,12,2,web,simple,low,multi_person,0.01,2,0
10,12,3,mobile,multi_factor,high,one_to_one,0.76,2,0
10,12,4,0,0,0,0,0,1,0
10,13,1,web,multi_factor,low,one_to_one,0.45,2,2
10,13,2,mobile,multi_factor,high,multi_person,0.98,2,0
10,13,3,web,simple,high,multi_person,0.23,2,0
10,13,4,0,0,0,0,0,1,0
10,14,1,mobile,multi_factor,high,multi_person,0.98,2,1
10,14,2,web,multi_factor,low,one_to_one,0.45,2,0
10,14,3,web,simple,high,multi_person,0.23,2,0
10,14,4,0,0,0,0,0,1,0
11,1,1,mobile,multi_factor,medium,multi_person,0.76,2,1
11,1,2,web,two_factor,medium,one_to_one,0.01,2,0
11,1,3,web,simple,high,one_to_one,0.45,2,0
11,1,4,0,0,0,0,0,1,0
11,2,1,web,multi_factor,low,one_to_one,0.45,2,3
11,2,2,web,simple,medium,multi_person,0.23,2,0
11,2,3,mobile,two_factor,high,multi_person,0.98,2,0
11,2,4,0,0,0,0,0,1,0
11,3,1,mobile,two_factor,medium,multi_person,0.01,2,2
11,3,2,web,multi_factor,high,one_to_one,0.23,2,0
